Agglomeration_ID,Agglomeration_Name,ISO3,Population_1950,Population_1960,Population_1970,Population_1980,Population_1990,Population_2000,Population_2010,Population_2015,Population_2020,Population_2025,Population_2030,Population_2035,Population_2040,Population_2045,Population_2050
3283,Fresco,CIV,0,0,0,0,0,0,0,13147,14610,15494.4431122261,16292.7571254553,16964.8586892494,17506.2430164773,17899.1224557795,18147.5206392654
11174,Sucaf Cote d'Ivoire Extension,CIV,0,0,0,0,0,0,0,0,13662,15355.21185789,17128.9790753759,18937.0043592263,20770.6743826655,22592.740631116,24397.7016812519
3151,Essuikro,CIV,0,0,0,0,0,0,0,14177,15127,15328.8152018357,15328.8152018357,15328.8152018357,15328.8152018357,15328.8152018357,15328.8152018357
5840,M'Bahiakro,CIV,0,0,0,10483,10751,10621,14200,15307,15280,15280,15280,15280,15280,15280,15280
11635,Sangouine,CIV,0,0,0,0,0,0,0,0,11758,15112.7134937261,18889.6653465464,23029.6999790354,27515.7636146855,32270.6378539946,37269.2935620601
6223,Monoko-Zohi,CIV,0,0,0,0,0,16006,11093,10395,12880,15065.787844118,17437.1595020266,19944.4684510867,22576.5992365232,25284.405120471,28056.394655117
7763,Sankadiokro,CIV,0,0,0,0,0,0,10669,10006,12663,15046.6422683891,17656.3896011868,20441.0435856733,23388.4836566942,26444.8055680821,29596.2014600863
10965,Assouba,CIV,0,0,0,0,0,0,0,0,14909,14909,14909,14909,14909,14909,14909
3613,Grihiri,CIV,0,0,0,0,0,0,0,13584,14551,14813.4002996788,14874.9904915808,14874.9904915808,14874.9904915808,14874.9904915808,14874.9904915808
194,Adjamene,CIV,0,0,0,0,0,0,0,10812,12949,14737.2553655871,16635.9742246614,18599.4089225182,20618.4637665675,22653.4689297085,24697.2484438834
5304,Logouale,CIV,0,0,0,0,0,0,13155,12769,14033,14707.364408887,15266.4254804599,15673.4653761818,15925.0471293054,16008.2542310511,16008.2542310511
11623,Kagbe,CIV,0,0,0,0,0,0,0,0,11791,14561.2738474619,17644.5206155831,20987.462324862,24576.0146408322,28346.8765338242,32281.3001875204
4495,Kanakono,CIV,0,0,0,0,0,0,0,10408,12635,14541.8367448081,16586.5782964474,18722.9382322655,20941.2185993136,23198.8571449878,25487.1198340254
3434,Gbagbam,CIV,0,0,0,0,0,0,12082,14032,14496,14496,14496,14496,14496,14496,14496
6529,Nambingue,CIV,0,0,0,0,0,0,11212,13221,14183,14463.7660148777,14553.4505621598,14553.4505621598,14553.4505621598,14553.4505621598,14553.4505621598
1205,Ande,CIV,0,0,0,0,0,0,11103,12955,14029,14462.5344317684,14736.0424180901,14815.2655423224,14815.2655423224,14815.2655423224,14815.2655423224
2089,Bouandougou,CIV,0,0,0,0,0,0,11915,10834,12741,14273.8736857701,15873.2807979392,17496.5152006266,19135.7789217499,20757.4339162831,22356.8436887236
11826,Kassere,CIV,0,0,0,0,0,0,0,0,11263,14184.8531226255,17456.9287664278,21025.5296462832,24875.801670751,28940.7182267063,33199.423007355
11522,Vaou,CIV,0,0,0,0,0,0,0,0,12115,14171.4742477093,16402.604519292,18761.6878279624,21238.2663236619,23786.1001721357,26394.3749988205
11871,Datta,CIV,0,0,0,0,0,0,0,0,11137,14061.5359361534,17338.9548216942,20915.8001306662,24777.2042357808,28856.0485339524,0
11818,Didoko,CIV,0,0,0,0,0,0,0,0,11279,14041.2801333871,17123.8294974374,20474.5407319882,24079.3705045186,27875.0937040485,31842.5754998032
1661,Baoulifla,CIV,0,0,0,0,0,0,12041,14042,13894,13894,13894,13894,13894,13894,13894
11676,Danguira,CIV,0,0,0,0,0,0,0,0,11620,13893.9273093944,16391.445947416,19064.6930214356,21902.1062027644,24852.1596089311,27901.2562778075
3317,Gadouan,CIV,0,0,0,0,10945,11941,12738,13176,13868,13868,13868,13868,13868,13868,13868
7859,Semien,CIV,0,0,0,0,0,0,0,10911,12572,13823.3202509776,15091.7071812211,16337.6795504571,17554.8700531571,18716.3040384375,19820.2003949423
11885,Obrouayo,CIV,0,0,0,0,0,0,0,0,11122,13755.5034849144,16688.0184017094,19869.0819560785,23285.3052326617,26876.4930187911,30624.7429209357
11919,Gnago 2,CIV,0,0,0,0,0,0,0,0,11064,13700.2146265704,16636.9398827439,19823.8087767085,23247.4186619455,26847.496846892,30606.0584144041
7560,Rubino,CIV,0,0,0,0,0,12055,13462,14413,13652,13652,13652,13652,13652,13652,13652
5012,Kouibly,CIV,0,0,0,0,0,0,11093,12158,13192,13631.4972062793,13926.4352104595,14044.2756106585,14044.2756106585,14044.2756106585,14044.2756106585
11609,Goudi,CIV,0,0,0,0,0,0,0,0,11824,13575.1437604267,15449.1473642797,17403.0342500866,19427.898134843,21484.7012417929,23565.6262970276
5699,Manzanouan,CIV,0,0,0,0,0,0,0,10485,12215,13568.6441163631,14964.5101458598,16362.8350134716,17756.7317882566,19116.7107295663,20439.5668572397
11701,Adahidoukou,CIV,0,0,0,0,0,0,0,0,11572,13497.2877678135,15582.1471570364,17782.3654772479,20088.1518312628,22456.2674396542,24876.7999103526
11724,Zahidougba,CIV,0,0,0,0,0,0,0,0,11511,13449.543775781,15551.1710629962,17771.6640416864,20101.1645085871,22496.1045615402,24946.3737338147
2736,Dignago,CIV,0,0,0,0,0,0,13007,12385,13218,13398.0188759298,13398.0188759298,13398.0188759298,13398.0188759298,13398.0188759298,13398.0188759298
11744,Tagoberi,CIV,0,0,0,0,0,0,0,0,11466,13396.6939555164,15489.7833902799,17701.2261079011,20021.2038231011,22406.3254148794,24846.5228448225
11236,Seifla,CIV,0,0,0,0,0,0,0,0,13360,13360,13360,13360,13360,13360,13360
2765,Diourouzon,CIV,0,0,0,0,0,0,0,13213,13341,13341,13341,13341,13341,13341,13341
9108,Zaguieta,CIV,0,0,0,0,0,0,10122,10061,13109,13185.1028353418,13185.1028353418,13185.1028353418,13185.1028353418,13185.1028353418,13185.1028353418
1967,Blenimeouin,CIV,0,0,0,0,0,0,15710,15610,13175,13175,13175,13175,13175,13175,13175
12381,Vrouo 2,CIV,0,0,0,0,0,0,0,0,10274,13164.998195856,16417.4459377459,19980.0640231848,23838.1558781354,27925.2083978487,32219.7825622442
12457,Toulepleu,CIV,0,0,0,0,0,0,0,0,10156,13138.6728950956,18088.5943303055,22135.0358871581,26524.9691318875,31183.069850906,36084.6460413096
11733,Grand-Bereby,CIV,0,0,0,0,0,0,0,0,11494,13081.7187746323,14767.5630956457,16510.9216348171,18303.7187010176,20110.7324330378,21925.5889178182
1482,Bagohouo,CIV,0,0,0,0,0,0,0,16428,12332,13069.1047084222,13731.7547194761,14286.2125273855,14728.7236747786,15044.4985419738,15237.0343111704
7056,Okrouyo,CIV,0,0,0,0,0,0,11122,12568,13057,13057,13057,13057,13057,13057,13057
11991,Abongoua 2,CIV,0,0,0,0,0,0,0,0,10945,13052.9576110449,15365.2172331792,17837.0410836858,20457.7106158001,23179.4993851989,25989.9626162744
11872,Niakoblognoa,CIV,0,0,0,0,0,0,0,0,11135,13010.4954100992,15043.7980838238,17192.1317716266,19445.9588954393,21763.1281748231,24133.8564753863
2543,Dairo,CIV,0,0,0,0,0,0,0,10103,11735,12999.8608303197,14298.6649715679,15593.5740793742,16878.152682583,18124.9169436411,19331.1684832933
11827,Sakota,CIV,0,0,0,0,0,0,0,0,11260,12984.7714553848,14837.1728773179,16775.6959902261,18791.5689317322,20846.255652548,22931.7004427913
7055,Okromodou,CIV,0,0,0,0,0,13466,12869,13416,12980,12980,12980,12980,12980,12980,12980
12276,Sago,CIV,0,0,0,0,0,0,0,0,10433,12918.7430520124,15687.835102974,18692.7829385728,21920.9489168813,25315.5007459811,28859.4805417644
11705,Gbon,CIV,0,0,0,0,0,0,0,0,11563,12896.4756965457,14279.6068709441,15674.2228154168,17073.5395649515,18448.4017987682,19795.2185343472
11347,Pinhou,CIV,0,0,0,0,0,0,0,0,12858,12858,12858,12858,12858,12858,12858
12044,Offompo,CIV,0,0,0,0,0,0,0,0,10812,12833.5780401652,15045.6739769435,17404.7120615731,19900.4127319062,22487.0757265587,25153.0573989394
12032,Assie-Koumassi,CIV,0,0,0,0,0,0,0,0,10838,12831.5672028411,15009.9965803716,17329.9421340324,24945.0868138651,28145.2923317882,31440.1245722263
11863,Ananguie 2,CIV,0,0,0,0,0,0,0,0,11152,12786.5627430669,14533.8303000298,16353.4422113056,18237.0850356477,20148.3456253088,22080.0334257668
3371,Gaoussoukro,CIV,0,0,0,0,0,0,0,12534,12773,12773,12773,12773,12773,12773,12773
1575,Bandiahi,CIV,0,0,0,0,0,0,0,12417,12749,12749,12749,12749,12749,12749,12749
38263,Minignan,CIV,0,0,0,0,0,0,0,0,0,12557.4550386373,15560.9954926764,18844.3696998564,22393.9765309702,26148.3453939273,30087.9808403268
6772,Nizahon 1,CIV,0,0,0,0,0,0,0,12122,12557,12557,12557,12557,12557,12557,12557
2816,Doba,CIV,0,0,0,0,0,12072,12572,13891,12516,12516,12516,12516,12516,12516,12516
1453,Bacon,CIV,0,0,0,0,0,0,0,10359,11648,12504.281625178,13320.0077578047,14061.6832295894,14724.9485765095,15292.024953392,0
12093,Ouelle,CIV,0,0,0,0,0,0,0,0,10732,12498.8170061703,14410.1415119438,16425.1606541581,18534.8893410334,20699.6729056109,22910.5186635189
12078,Bint biya al-wastā,CIV,0,0,0,0,0,0,0,0,10757,12496.5655588902,14375.1412880521,16352.1384737362,19535.8766581579,21781.6036412925,24071.7870352731
11612,Lopou,CIV,0,0,0,0,0,0,0,0,11816,12488.2150072222,13082.7582171393,13567.6502802097,13939.466825641,14184.8474164814,14307.5070589919
8166,Songan,CIV,0,0,0,0,0,10667,0,10265,11579,12470.4572545084,13329.0849500686,14121.1767340112,14842.1944713407,15473.5067080232,16016.2648278401
7165,Ouattaradougou,CIV,0,0,0,0,0,0,10791,13237,12468,12468,12468,12468,12468,12468,12468
1995,Bognonzra,CIV,0,0,0,0,0,0,10050,12116,12418,12418,12418,12418,12418,12418,12418
5050,Krazandougou,CIV,0,0,0,0,0,13675,12787,13172,12406,12406,12406,12406,12406,12406,12406
12252,Assouinde,CIV,0,0,0,0,0,0,0,0,10472,12390.7915886293,14486.8164209542,16718.2681415587,19075.3896906865,21514.8512572965,24025.7947685579
11458,Dianoufla,CIV,0,0,0,0,0,0,0,0,12319,12390.1743663221,12390.1743663221,12390.1743663221,12390.1743663221,12390.1743663221,12390.1743663221
12282,Kokumbo,CIV,0,0,0,0,0,0,0,0,10424,12296.5753489477,14338.6116407636,16508.8749787406,18797.8431584999,21163.2756231178,23594.7643068136
11925,Douague,CIV,0,0,0,0,0,0,0,0,11053,12226.7848884556,13429.2732657038,14625.0046004271,15808.0066825878,16952.8110350098,18057.0639800148
5298,Loboville,CIV,0,0,0,0,0,12718,14783,12690,12167,12167,12167,12167,12167,12167,12167
38307,Niemelilie,CIV,0,0,0,0,0,0,0,0,0,12137.2492946296,15923.7780773082,20124.0384160747,24721.1538649785,29638.0695284593,34847.4107127331
7660,Sahoua,CIV,0,0,0,0,0,0,12833,16520,12126,12126,12126,12126,12126,12126,12126
12158,Assinie-Mafia,CIV,0,0,0,0,0,0,0,0,10632,12108.9547046307,13678.2211503361,15302.1491325358,16973.2263902137,18658.6748149765,20352.5096521863
